FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,1105 -> 1106,4,20000,0
2,1105 -> 1106,4,20000,0
3,1105 -> 1106,4,16000,4000
4,1105 -> 1106,4,20000,0
5,1105 -> 1106,4,12000,8000
6,1105 -> 1106,3,20000,0
7,1105 -> 1106,3,16000,4000
8,1105 -> 1106,3,8000,12000
9,1105 -> 1106,3,12000,8000
10,1105 -> 1106,3,8000,12000
11,1105 -> 1106,3,16000,4000
12,1105 -> 1106,3,8000,12000
13,1105 -> 1106,3,20000,0
14,1105 -> 1106,3,20000,0
15,1105 -> 1106,3,12000,8000
16,1105 -> 1106,3,20000,0
17,1105 -> 1106,3,20000,0
18,1105 -> 1106,3,20000,0
19,1105 -> 1106,3,20000,0
20,1106 -> 1107,4,20000,0
21,1106 -> 1107,4,4000,16000
22,1106 -> 1107,4,16000,4000
23,1106 -> 1107,4,20000,0
24,1106 -> 1107,4,4000,16000
25,1106 -> 1107,4,16000,4000
26,1106 -> 1107,4,20000,0
27,1106 -> 1107,4,16000,4000
28,1106 -> 1107,4,8000,12000
29,1106 -> 1107,4,4000,16000
30,1106 -> 1107,4,12000,8000
31,1106 -> 1107,4,12000,8000
32,1106 -> 1107,3,20000,0
33,1106 -> 1107,3,8000,12000
34,1106 -> 1107,3,20000,0
35,1106 -> 1107,3,20000,0
36,1106 -> 1107,3,8000,12000
37,1106 -> 1107,3,20000,0
38,1106 -> 1107,3,16000,4000
39,1106 -> 1107,3,20000,0
40,1106 -> 1107,3,20000,0
41,1106 -> 1107,3,20000,0
42,1106 -> 1107,3,20000,0
43,1106 -> 1107,3,20000,0
44,1106 -> 1107,3,16000,4000
45,1106 -> 1107,3,16000,4000
46,1107 -> 1108,4,20000,0
47,1107 -> 1108,4,4000,16000
48,1107 -> 1108,4,4000,16000
49,1107 -> 1108,4,12000,8000
50,1107 -> 1108,4,20000,0
