FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,529 -> 530,4,20000,0
2,529 -> 530,3,12000,8000
3,529 -> 530,3,20000,0
4,529 -> 530,3,20000,0
5,529 -> 530,3,20000,0
6,529 -> 530,3,20000,0
7,529 -> 530,3,20000,0
8,529 -> 530,3,20000,0
9,529 -> 530,3,20000,0
10,529 -> 530,3,8000,12000
11,529 -> 530,3,20000,0
12,530 -> 531,4,20000,0
13,530 -> 531,5,8000,12000
14,530 -> 531,5,20000,0
15,530 -> 531,5,4000,16000
16,530 -> 531,4,12000,8000
17,530 -> 531,5,20000,0
18,530 -> 531,5,20000,0
19,530 -> 531,5,20000,0
20,530 -> 531,4,12000,8000
21,530 -> 531,4,20000,0
22,530 -> 531,4,20000,0
23,530 -> 531,4,20000,0
24,530 -> 531,4,20000,0
25,530 -> 531,3,20000,0
26,530 -> 531,3,20000,0
27,530 -> 531,4,8000,12000
28,530 -> 531,4,20000,0
29,530 -> 531,3,8000,12000
30,530 -> 531,3,20000,0
31,530 -> 531,3,8000,12000
32,530 -> 531,3,20000,0
33,530 -> 531,3,20000,0
34,530 -> 531,3,20000,0
35,530 -> 531,3,20000,0
36,530 -> 531,3,8000,12000
37,530 -> 531,3,20000,0
38,531 -> 532,5,20000,0
39,531 -> 532,5,20000,0
40,531 -> 532,5,20000,0
41,531 -> 532,5,20000,0
42,531 -> 532,5,20000,0
43,531 -> 532,5,20000,0
44,531 -> 532,5,20000,0
45,531 -> 532,5,12000,8000
46,531 -> 532,4,12000,8000
47,531 -> 532,4,20000,0
48,531 -> 532,4,20000,0
49,531 -> 532,4,20000,0
50,531 -> 532,4,20000,0
