FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,275 -> 276,4,20000,0
2,275 -> 276,4,20000,0
3,275 -> 276,4,20000,0
4,275 -> 276,4,8000,12000
5,275 -> 276,4,20000,0
6,275 -> 276,4,4000,16000
7,275 -> 276,4,4000,16000
8,275 -> 276,4,20000,0
9,275 -> 276,4,16000,4000
10,275 -> 276,4,8000,12000
11,275 -> 276,4,20000,0
12,275 -> 276,4,8000,12000
13,275 -> 276,4,8000,12000
14,275 -> 276,4,20000,0
15,275 -> 276,4,20000,0
16,275 -> 276,4,20000,0
17,275 -> 276,4,16000,4000
18,275 -> 276,4,12000,8000
19,275 -> 276,4,20000,0
20,275 -> 276,3,16000,4000
21,275 -> 276,3,8000,12000
22,275 -> 276,3,20000,0
23,275 -> 276,3,8000,12000
24,275 -> 276,3,8000,12000
25,276 -> 277,4,4000,16000
26,276 -> 277,4,20000,0
27,276 -> 277,4,8000,12000
28,276 -> 277,4,16000,4000
29,276 -> 277,4,20000,0
30,276 -> 277,4,4000,16000
31,276 -> 277,4,8000,12000
32,276 -> 277,4,20000,0
33,276 -> 277,4,20000,0
34,276 -> 277,4,20000,0
35,276 -> 277,4,20000,0
36,276 -> 277,4,12000,8000
37,276 -> 277,4,20000,0
38,276 -> 277,4,20000,0
39,276 -> 277,4,4000,16000
40,276 -> 277,4,4000,16000
41,276 -> 277,4,4000,16000
42,276 -> 277,4,20000,0
43,276 -> 277,4,20000,0
44,276 -> 277,4,4000,16000
45,276 -> 277,4,12000,8000
46,276 -> 277,3,20000,0
47,276 -> 277,3,20000,0
48,276 -> 277,3,8000,12000
49,276 -> 277,3,20000,0
50,276 -> 277,3,12000,8000
