FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,785 -> 784,3,20000,0
2,785 -> 784,3,20000,0
3,785 -> 784,3,16000,4000
4,785 -> 784,2,16000,4000
5,785 -> 784,2,12000,8000
6,785 -> 784,2,20000,0
7,785 -> 784,2,12000,8000
8,785 -> 784,2,20000,0
9,785 -> 784,2,12000,8000
10,785 -> 784,2,12000,8000
11,785 -> 784,2,12000,8000
12,785 -> 784,2,20000,0
13,785 -> 784,2,12000,8000
14,785 -> 784,3,20000,0
15,785 -> 784,3,12000,8000
16,785 -> 784,3,20000,0
17,785 -> 784,3,20000,0
18,785 -> 784,3,20000,0
19,785 -> 784,3,12000,8000
20,785 -> 784,3,16000,4000
21,785 -> 784,3,16000,4000
22,785 -> 784,3,8000,12000
23,785 -> 784,3,8000,12000
24,785 -> 784,3,8000,12000
25,786 -> 785,3,8000,12000
26,786 -> 785,3,16000,4000
27,786 -> 785,3,8000,12000
28,786 -> 785,3,16000,4000
29,786 -> 785,3,20000,0
30,786 -> 785,2,20000,0
31,786 -> 785,2,20000,0
32,786 -> 785,2,20000,0
33,786 -> 785,2,12000,8000
34,786 -> 785,2,20000,0
35,786 -> 785,2,20000,0
36,786 -> 785,2,20000,0
37,786 -> 785,2,20000,0
38,786 -> 785,2,12000,8000
39,786 -> 785,2,20000,0
40,786 -> 785,3,20000,0
41,786 -> 785,3,8000,12000
42,786 -> 785,3,20000,0
43,786 -> 785,3,12000,8000
44,786 -> 785,3,20000,0
45,786 -> 785,3,20000,0
46,786 -> 785,3,20000,0
47,786 -> 785,3,12000,8000
48,786 -> 785,3,20000,0
49,786 -> 785,3,20000,0
50,786 -> 785,3,16000,4000
