FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,275 -> 276,4,20000,0
2,275 -> 276,4,20000,0
3,275 -> 276,4,20000,0
4,275 -> 276,4,20000,0
5,275 -> 276,4,20000,0
6,275 -> 276,4,20000,0
7,275 -> 276,4,4000,16000
8,275 -> 276,4,12000,8000
9,275 -> 276,4,12000,8000
10,275 -> 276,4,4000,16000
11,275 -> 276,4,20000,0
12,275 -> 276,4,20000,0
13,275 -> 276,4,8000,12000
14,275 -> 276,4,12000,8000
15,275 -> 276,4,16000,4000
16,275 -> 276,4,4000,16000
17,275 -> 276,4,20000,0
18,275 -> 276,4,20000,0
19,275 -> 276,4,12000,8000
20,275 -> 276,3,20000,0
21,275 -> 276,3,20000,0
22,275 -> 276,3,20000,0
23,275 -> 276,3,20000,0
24,275 -> 276,3,20000,0
25,276 -> 277,4,8000,12000
26,276 -> 277,4,20000,0
27,276 -> 277,4,20000,0
28,276 -> 277,4,20000,0
29,276 -> 277,4,20000,0
30,276 -> 277,4,20000,0
31,276 -> 277,4,20000,0
32,276 -> 277,4,12000,8000
33,276 -> 277,4,20000,0
34,276 -> 277,4,20000,0
35,276 -> 277,4,8000,12000
36,276 -> 277,4,20000,0
37,276 -> 277,4,12000,8000
38,276 -> 277,4,16000,4000
39,276 -> 277,4,20000,0
40,276 -> 277,4,20000,0
41,276 -> 277,4,20000,0
42,276 -> 277,4,20000,0
43,276 -> 277,4,20000,0
44,276 -> 277,4,20000,0
45,276 -> 277,4,20000,0
46,276 -> 277,3,20000,0
47,276 -> 277,3,20000,0
48,276 -> 277,3,20000,0
49,276 -> 277,3,20000,0
50,276 -> 277,3,20000,0
