FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,577 -> 576,5,20000,0
2,577 -> 576,3,20000,0
3,577 -> 576,5,20000,0
4,577 -> 576,5,20000,0
5,577 -> 576,5,20000,0
6,577 -> 576,4,20000,0
7,577 -> 576,5,20000,0
8,577 -> 576,4,20000,0
9,577 -> 576,3,20000,0
10,577 -> 576,5,4000,16000
11,577 -> 576,5,20000,0
12,577 -> 576,3,20000,0
13,577 -> 576,2,12000,8000
14,577 -> 576,5,20000,0
15,577 -> 576,3,20000,0
16,577 -> 576,3,20000,0
17,577 -> 576,5,16000,4000
18,577 -> 576,5,16000,4000
19,578 -> 577,3,20000,0
20,578 -> 577,4,8000,12000
21,578 -> 577,4,20000,0
22,578 -> 577,4,4000,16000
23,578 -> 577,4,20000,0
24,578 -> 577,4,20000,0
25,578 -> 577,4,12000,8000
26,578 -> 577,5,20000,0
27,578 -> 577,4,20000,0
28,578 -> 577,5,20000,0
29,578 -> 577,5,12000,8000
30,578 -> 577,5,20000,0
31,578 -> 577,5,8000,12000
32,578 -> 577,5,8000,12000
33,578 -> 577,5,0,20000
34,578 -> 577,4,20000,0
35,578 -> 577,4,20000,0
36,578 -> 577,5,12000,8000
37,578 -> 577,5,4000,16000
38,578 -> 577,5,0,20000
39,578 -> 577,3,20000,0
40,578 -> 577,5,4000,16000
41,578 -> 577,5,0,20000
42,578 -> 577,5,8000,12000
43,578 -> 577,4,20000,0
44,578 -> 577,4,8000,12000
45,579 -> 578,3,8000,12000
46,579 -> 578,2,16000,4000
47,579 -> 578,3,20000,0
48,579 -> 578,4,20000,0
49,579 -> 578,4,8000,12000
50,579 -> 578,4,8000,12000
