FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,529 -> 530,4,20000,0
2,529 -> 530,3,20000,0
3,529 -> 530,3,8000,12000
4,529 -> 530,3,20000,0
5,529 -> 530,3,20000,0
6,529 -> 530,3,20000,0
7,529 -> 530,3,20000,0
8,529 -> 530,3,16000,4000
9,529 -> 530,3,12000,8000
10,529 -> 530,3,16000,4000
11,529 -> 530,3,16000,4000
12,530 -> 531,5,12000,8000
13,530 -> 531,5,0,20000
14,530 -> 531,5,0,20000
15,530 -> 531,5,0,20000
16,530 -> 531,5,12000,8000
17,530 -> 531,5,20000,0
18,530 -> 531,5,12000,8000
19,530 -> 531,5,0,20000
20,530 -> 531,4,20000,0
21,530 -> 531,4,20000,0
22,530 -> 531,4,20000,0
23,530 -> 531,4,12000,8000
24,530 -> 531,4,16000,4000
25,530 -> 531,4,12000,8000
26,530 -> 531,4,4000,16000
27,530 -> 531,4,8000,12000
28,530 -> 531,4,4000,16000
29,530 -> 531,3,8000,12000
30,530 -> 531,3,8000,12000
31,530 -> 531,3,8000,12000
32,530 -> 531,3,20000,0
33,530 -> 531,3,20000,0
34,530 -> 531,3,8000,12000
35,530 -> 531,3,16000,4000
36,530 -> 531,3,20000,0
37,530 -> 531,3,12000,8000
38,531 -> 532,5,20000,0
39,531 -> 532,5,12000,8000
40,531 -> 532,5,16000,4000
41,531 -> 532,5,20000,0
42,531 -> 532,5,16000,4000
43,531 -> 532,5,20000,0
44,531 -> 532,5,20000,0
45,531 -> 532,5,16000,4000
46,531 -> 532,4,20000,0
47,531 -> 532,4,20000,0
48,531 -> 532,4,20000,0
49,531 -> 532,4,20000,0
50,531 -> 532,4,8000,12000
