FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,276 -> 275,3,20000,0
2,276 -> 275,3,20000,0
3,276 -> 275,2,20000,0
4,276 -> 275,4,20000,0
5,276 -> 275,3,16000,4000
6,276 -> 275,3,20000,0
7,276 -> 275,4,20000,0
8,276 -> 275,3,20000,0
9,276 -> 275,2,20000,0
10,276 -> 275,2,20000,0
11,276 -> 275,4,12000,8000
12,276 -> 275,2,20000,0
13,276 -> 275,3,16000,4000
14,276 -> 275,2,20000,0
15,276 -> 275,4,20000,0
16,276 -> 275,4,4000,16000
17,276 -> 275,4,20000,0
18,276 -> 275,5,4000,16000
19,276 -> 275,3,20000,0
20,276 -> 275,3,20000,0
21,276 -> 275,3,20000,0
22,276 -> 275,4,20000,0
23,276 -> 275,4,20000,0
24,276 -> 275,4,4000,16000
25,277 -> 276,2,20000,0
26,277 -> 276,2,20000,0
27,277 -> 276,4,4000,16000
28,277 -> 276,4,20000,0
29,277 -> 276,4,4000,16000
30,277 -> 276,4,20000,0
31,277 -> 276,4,12000,8000
32,277 -> 276,2,16000,4000
33,277 -> 276,4,20000,0
34,277 -> 276,3,20000,0
35,277 -> 276,4,4000,16000
36,277 -> 276,2,20000,0
37,277 -> 276,1,20000,0
38,277 -> 276,2,20000,0
39,277 -> 276,4,20000,0
40,277 -> 276,2,20000,0
41,277 -> 276,2,20000,0
42,277 -> 276,1,20000,0
43,277 -> 276,3,20000,0
44,277 -> 276,4,20000,0
45,277 -> 276,5,4000,16000
46,277 -> 276,4,12000,8000
47,277 -> 276,2,20000,0
48,277 -> 276,3,20000,0
49,277 -> 276,4,20000,0
50,277 -> 276,3,20000,0
