FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,576 -> 577,5,0,20000
2,576 -> 577,5,20000,0
3,576 -> 577,5,0,20000
4,576 -> 577,5,8000,12000
5,576 -> 577,5,20000,0
6,576 -> 577,5,8000,12000
7,576 -> 577,5,8000,12000
8,576 -> 577,5,20000,0
9,576 -> 577,5,12000,8000
10,576 -> 577,5,20000,0
11,576 -> 577,5,20000,0
12,576 -> 577,5,0,20000
13,576 -> 577,5,0,20000
14,576 -> 577,5,8000,12000
15,576 -> 577,5,4000,16000
16,576 -> 577,5,20000,0
17,576 -> 577,5,0,20000
18,576 -> 577,5,20000,0
19,577 -> 578,5,16000,4000
20,577 -> 578,5,8000,12000
21,577 -> 578,5,0,20000
22,577 -> 578,5,20000,0
23,577 -> 578,5,8000,12000
24,577 -> 578,5,12000,8000
25,577 -> 578,5,20000,0
26,577 -> 578,5,12000,8000
27,577 -> 578,5,20000,0
28,577 -> 578,5,20000,0
29,577 -> 578,5,20000,0
30,577 -> 578,5,4000,16000
31,577 -> 578,5,20000,0
32,577 -> 578,5,8000,12000
33,577 -> 578,5,8000,12000
34,577 -> 578,5,12000,8000
35,577 -> 578,5,0,20000
36,577 -> 578,5,20000,0
37,577 -> 578,5,0,20000
38,577 -> 578,5,20000,0
39,577 -> 578,5,20000,0
40,577 -> 578,5,20000,0
41,577 -> 578,5,8000,12000
42,577 -> 578,5,20000,0
43,577 -> 578,5,16000,4000
44,577 -> 578,5,20000,0
45,578 -> 579,5,20000,0
46,578 -> 579,5,0,20000
47,578 -> 579,5,20000,0
48,578 -> 579,5,8000,12000
49,578 -> 579,5,20000,0
50,578 -> 579,5,0,20000
