FRAME,TARGET LINK,ROUTE COUNT,FINAL CAPACITY, MALICIOUS TRAFFIC
0,,0,nan,nan
1,530 -> 529,5,16000,4000
2,530 -> 529,5,8000,12000
3,530 -> 529,5,20000,0
4,530 -> 529,5,20000,0
5,530 -> 529,5,20000,0
6,530 -> 529,5,8000,12000
7,530 -> 529,5,20000,0
8,530 -> 529,5,20000,0
9,530 -> 529,4,16000,4000
10,530 -> 529,4,4000,16000
11,530 -> 529,4,20000,0
12,531 -> 530,2,16000,4000
13,531 -> 530,2,20000,0
14,531 -> 530,2,20000,0
15,531 -> 530,2,20000,0
16,531 -> 530,2,20000,0
17,531 -> 530,2,12000,8000
18,531 -> 530,4,20000,0
19,531 -> 530,4,20000,0
20,531 -> 530,5,16000,4000
21,531 -> 530,5,20000,0
22,531 -> 530,5,16000,4000
23,531 -> 530,5,20000,0
24,531 -> 530,5,4000,16000
25,531 -> 530,5,20000,0
26,531 -> 530,5,4000,16000
27,531 -> 530,5,20000,0
28,531 -> 530,5,20000,0
29,531 -> 530,5,12000,8000
30,531 -> 530,5,20000,0
31,531 -> 530,5,20000,0
32,531 -> 530,5,16000,4000
33,531 -> 530,5,20000,0
34,531 -> 530,5,8000,12000
35,531 -> 530,4,20000,0
36,531 -> 530,4,20000,0
37,531 -> 530,4,8000,12000
38,532 -> 531,2,20000,0
39,532 -> 531,2,20000,0
40,532 -> 531,2,20000,0
41,532 -> 531,2,20000,0
42,532 -> 531,2,20000,0
43,532 -> 531,2,12000,8000
44,532 -> 531,4,20000,0
45,532 -> 531,4,4000,16000
46,532 -> 531,5,20000,0
47,532 -> 531,5,0,20000
48,532 -> 531,5,20000,0
49,532 -> 531,5,20000,0
50,532 -> 531,5,4000,16000
